"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","01","Domestic","02","Business","Thousand","362"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","01","Domestic","03","Visiting friends/relatives","Thousand","1221"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","01","Domestic","08","Other reasons","Thousand","484"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","02","Outbound","-","All reasons for journey","Thousand","11221"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","02","Outbound","01","Holiday","Thousand","8431"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","02","Outbound","02","Business","Thousand","937"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","02","Outbound","03","Visiting friends/relatives","Thousand","988"
"HTQ01C2","Number of Nights by Irish Residents","2001Q2","2001Q2","02","Outbound","08","Other reasons","Thousand","866"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","01","Domestic","-","All reasons for journey","Thousand","10899"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","01","Domestic","01","Holiday","Thousand","7773"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","01","Domestic","02","Business","Thousand","506"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","01","Domestic","03","Visiting friends/relatives","Thousand","1725"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","01","Domestic","08","Other reasons","Thousand","895"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","02","Outbound","-","All reasons for journey","Thousand","14821"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","02","Outbound","01","Holiday","Thousand","11666"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","02","Outbound","02","Business","Thousand","897"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","02","Outbound","03","Visiting friends/relatives","Thousand","1551"
"HTQ01C2","Number of Nights by Irish Residents","2001Q3","2001Q3","02","Outbound","08","Other reasons","Thousand","707"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","01","Domestic","-","All reasons for journey","Thousand","4305"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","01","Domestic","01","Holiday","Thousand","1527"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","01","Domestic","02","Business","Thousand","494"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","01","Domestic","03","Visiting friends/relatives","Thousand","1759"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","01","Domestic","08","Other reasons","Thousand","525"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","02","Outbound","-","All reasons for journey","Thousand","6388"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","02","Outbound","01","Holiday","Thousand","3576"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","02","Outbound","02","Business","Thousand","728"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","02","Outbound","03","Visiting friends/relatives","Thousand","1624"
"HTQ01C2","Number of Nights by Irish Residents","2001Q4","2001Q4","02","Outbound","08","Other reasons","Thousand","459"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","01","Domestic","-","All reasons for journey","Thousand","3645"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","01","Domestic","01","Holiday","Thousand","1389"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","01","Domestic","02","Business","Thousand","349"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","01","Domestic","03","Visiting friends/relatives","Thousand","1424"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","01","Domestic","08","Other reasons","Thousand","483"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","02","Outbound","-","All reasons for journey","Thousand","6272"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","02","Outbound","01","Holiday","Thousand","3539"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","02","Outbound","02","Business","Thousand","690"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","02","Outbound","03","Visiting friends/relatives","Thousand","1373"
"HTQ01C2","Number of Nights by Irish Residents","2002Q1","2002Q1","02","Outbound","08","Other reasons","Thousand","671"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","01","Domestic","-","All reasons for journey","Thousand","4621"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","01","Domestic","01","Holiday","Thousand","2343"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","01","Domestic","02","Business","Thousand","462"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","01","Domestic","03","Visiting friends/relatives","Thousand","1158"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","01","Domestic","08","Other reasons","Thousand","658"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","02","Outbound","-","All reasons for journey","Thousand","11081"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","02","Outbound","01","Holiday","Thousand","8093"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","02","Outbound","02","Business","Thousand","807"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","02","Outbound","03","Visiting friends/relatives","Thousand","1320"
"HTQ01C2","Number of Nights by Irish Residents","2002Q2","2002Q2","02","Outbound","08","Other reasons","Thousand","861"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","01","Domestic","-","All reasons for journey","Thousand","9818"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","01","Domestic","01","Holiday","Thousand","6980"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","01","Domestic","02","Business","Thousand","379"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","01","Domestic","03","Visiting friends/relatives","Thousand","1718"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","01","Domestic","08","Other reasons","Thousand","741"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","02","Outbound","-","All reasons for journey","Thousand","16260"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","02","Outbound","01","Holiday","Thousand","12798"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","02","Outbound","02","Business","Thousand","934"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","02","Outbound","03","Visiting friends/relatives","Thousand","1788"
"HTQ01C2","Number of Nights by Irish Residents","2002Q3","2002Q3","02","Outbound","08","Other reasons","Thousand","739"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","01","Domestic","-","All reasons for journey","Thousand","4138"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","01","Domestic","01","Holiday","Thousand","1386"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","01","Domestic","02","Business","Thousand","444"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","01","Domestic","03","Visiting friends/relatives","Thousand","1820"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","01","Domestic","08","Other reasons","Thousand","489"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","02","Outbound","-","All reasons for journey","Thousand","7047"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","02","Outbound","01","Holiday","Thousand","3922"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","02","Outbound","02","Business","Thousand","732"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","02","Outbound","03","Visiting friends/relatives","Thousand","1934"
"HTQ01C2","Number of Nights by Irish Residents","2002Q4","2002Q4","02","Outbound","08","Other reasons","Thousand","459"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","01","Domestic","-","All reasons for journey","Thousand","3819"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","01","Domestic","01","Holiday","Thousand","1464"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","01","Domestic","02","Business","Thousand","446"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","01","Domestic","03","Visiting friends/relatives","Thousand","1350"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","01","Domestic","08","Other reasons","Thousand","559"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","02","Outbound","-","All reasons for journey","Thousand","6491"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","02","Outbound","01","Holiday","Thousand","3902"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","02","Outbound","02","Business","Thousand","739"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","02","Outbound","03","Visiting friends/relatives","Thousand","1162"
"HTQ01C2","Number of Nights by Irish Residents","2003Q1","2003Q1","02","Outbound","08","Other reasons","Thousand","687"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","01","Domestic","-","All reasons for journey","Thousand","4589"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","01","Domestic","01","Holiday","Thousand","2271"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","01","Domestic","02","Business","Thousand","414"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","01","Domestic","03","Visiting friends/relatives","Thousand","1226"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","01","Domestic","08","Other reasons","Thousand","678"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","02","Outbound","-","All reasons for journey","Thousand","12331"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","02","Outbound","01","Holiday","Thousand","9260"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","02","Outbound","02","Business","Thousand","842"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","02","Outbound","03","Visiting friends/relatives","Thousand","1191"
"HTQ01C2","Number of Nights by Irish Residents","2003Q2","2003Q2","02","Outbound","08","Other reasons","Thousand","1038"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","01","Domestic","-","All reasons for journey","Thousand","10346"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","01","Domestic","01","Holiday","Thousand","7518"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","01","Domestic","02","Business","Thousand","415"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","01","Domestic","03","Visiting friends/relatives","Thousand","1719"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","01","Domestic","08","Other reasons","Thousand","695"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","02","Outbound","-","All reasons for journey","Thousand","16776"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","02","Outbound","01","Holiday","Thousand","13172"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","02","Outbound","02","Business","Thousand","1054"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","02","Outbound","03","Visiting friends/relatives","Thousand","1807"
"HTQ01C2","Number of Nights by Irish Residents","2003Q3","2003Q3","02","Outbound","08","Other reasons","Thousand","743"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","01","Domestic","-","All reasons for journey","Thousand","4861"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","01","Domestic","01","Holiday","Thousand","1757"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","01","Domestic","02","Business","Thousand","512"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","01","Domestic","03","Visiting friends/relatives","Thousand","2214"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","01","Domestic","08","Other reasons","Thousand","378"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","02","Outbound","-","All reasons for journey","Thousand","8104"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","02","Outbound","01","Holiday","Thousand","4781"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","02","Outbound","02","Business","Thousand","785"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","02","Outbound","03","Visiting friends/relatives","Thousand","1990"
"HTQ01C2","Number of Nights by Irish Residents","2003Q4","2003Q4","02","Outbound","08","Other reasons","Thousand","547"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","01","Domestic","-","All reasons for journey","Thousand","4174"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","01","Domestic","01","Holiday","Thousand","1616"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","01","Domestic","02","Business","Thousand","457"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","01","Domestic","03","Visiting friends/relatives","Thousand","1556"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","01","Domestic","08","Other reasons","Thousand","545"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","02","Outbound","-","All reasons for journey","Thousand","7567"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","02","Outbound","01","Holiday","Thousand","4696"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","02","Outbound","02","Business","Thousand","896"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","02","Outbound","03","Visiting friends/relatives","Thousand","1466"
"HTQ01C2","Number of Nights by Irish Residents","2004Q1","2004Q1","02","Outbound","08","Other reasons","Thousand","509"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","01","Domestic","-","All reasons for journey","Thousand","4689"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","01","Domestic","01","Holiday","Thousand","2429"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","01","Domestic","02","Business","Thousand","455"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","01","Domestic","03","Visiting friends/relatives","Thousand","1188"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","01","Domestic","08","Other reasons","Thousand","618"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","02","Outbound","-","All reasons for journey","Thousand","12688"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","02","Outbound","01","Holiday","Thousand","9497"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","02","Outbound","02","Business","Thousand","803"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","02","Outbound","03","Visiting friends/relatives","Thousand","1835"
"HTQ01C2","Number of Nights by Irish Residents","2004Q2","2004Q2","02","Outbound","08","Other reasons","Thousand","552"
"HTQ01C2","Number of Nights by Irish Residents","2004Q3","2004Q3","01","Domestic","-","All reasons for journey","Thousand","10653"
"HTQ01C2","Number of Nights by Irish Residents","2004Q3","2004Q3","01","Domestic","01","Holiday","Thousand","7591"
